StartDate,ResponseId,Classification,Student_type,WLB_open,Stress_open,Effects_open,RU open,Overall_experience,Additional,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Race,Race_6_TEXT,Ethnicity,Ethnicity_3_TEXT,Age,
10/31/2023 9:10,R_2D0IiQzPUHgUnaf,Junior,Employed Student,I feel like it is pretty good at the moment ,Take time for myself,n/a,the rec center,it is too early to tell,not really,Disagree moderately,Agree moderately,Agree strongly,Agree a little,Disagree a little,Agree moderately,Agree moderately,Disagree a little,Agree a little,Disagree a little,White,,Hispanic or Latino/a/x,,20,36351
10/31/2023 10:11,R_3QRg8S9MQ1iW9NL,Freshman,Neither Employed Student or Student Athlete,it could be better but im ok,videogames help me relax,,,not too much exept for missing a club alot ,,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36489
10/24/2023 7:37,R_DkrQU1BTQqNEAg1,Freshman,Neither Employed Student or Student Athlete,,,,,,,,,,,,,,,,,,,,,,36602
10/31/2023 13:14,R_1goQGSolUXWrjtm,Freshman,Neither Employed Student or Student Athlete,I just feel extremely stressed sometimes. I already struggle with anxiety and feeling like I'm stuck makes it 10 times worse.,"Taking a bath, petting my cat, taking a step back from school work ",,sometimes I sit in the venture lab to get work done ,"Somewhat, this anxious feeling it gives me makes me dread going to school sometimes",,Disagree moderately,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree a little,Agree moderately,Agree a little,Agree a little,Neither agree nor disagree,Disagree a little,"Black or African American,White,Other","Italian, cape verdean",Hispanic or Latino/a/x,,18,36286
10/31/2023 15:16,R_3hucrGVH0DH2W1s,Freshman,Neither Employed Student or Student Athlete,I am currently unemployed ,going to the gym and playing basketball ,,,Not work work but other stressors have caused me to want to leave,,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36229
10/31/2023 19:09,R_9KRi9ZlVwROUT1D,Freshman,Neither Employed Student or Student Athlete,"Even though I am unemployed, I still struggle with managing balance with my personal time and my academic time. I tend to almost never have time to myself to cool off away from my schoolwork. ",I try to give myself alone time or selfcare days but they rarely happen so they might not be as effective as I think them to be. ,"I have many overall struggles linked with work-life balance solely because I am neurodivergent, and that adds more stress and issues than the average neurotypical individual. ",,"I feel overwhelmed by new change and lots of new experiences in college, even without going to typical parties or outings. ",,Disagree a little,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree strongly,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36191
11/1/2023 7:17,R_AjnVz2ap4BJbzj3,Senior,Neither Employed Student or Student Athlete,"I mostly feel like as a senior bio major, they give us the perfect amount of work to struggle to have a life. I'm expected to do well in my classes while also taking part in at least one research project, but realistically, I don't think most seniors are only working on one research project. So, all I feel like I get is to research and do my homework, then study and sleep. The only days that are different are Saturdays because I absolutely refuse to work 7 days a week.","I go to therapy and am trying to learn to manage my anxiety, which is one of the largest contributors to my stress. I am currently just trying to get better at self-talk (what is helpful and unhelpful thinking)",N/A,,"College isn't very fun when all you feel like you can do is work and sleep. It's gotten better because I've started to care more for myself than my grades. That's not to say I havent tried in my classes, but because I needed to slow down, I'll be stuck here another year, so that was pointless.",no,Disagree strongly,Disagree a little,Disagree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,Neither agree nor disagree,White,,Prefer not to say,,21,36474
11/1/2023 9:23,R_2WB8n5uZgGPEuE9,Freshman,Neither Employed Student or Student Athlete,good,sleep,,,"weekdays are for school, weekends are for me",,Disagree moderately,Agree a little,Agree moderately,Agree moderately,Agree a little,Agree a little,Agree a little,Disagree moderately,Agree a little,Neither agree nor disagree,Black or African American,,Other,,18,36599
11/1/2023 9:48,R_3gFlvVZRJYIPfwt,Freshman,Neither Employed Student or Student Athlete,I don't have one but I usually have a good balance.,take breaks and if i can't control it then no reason to stress.,none.,none.,It hasn't affected anything.,none,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Agree a little,Agree strongly,Agree strongly,Agree a little,Agree moderately,Neither agree nor disagree,Black or African American,,Not Hispanic or Latino/a/x,,18 years old,36477
11/1/2023 10:09,R_2q9ixFoxNnDYnZW,Freshman,Neither Employed Student or Student Athlete,it is manageable so far. ,Find my problems and solve them one by one&gt; ,,The gym. ,I try to mainly focus on my education.  ,,Agree a little,Neither agree nor disagree,Agree moderately,Disagree strongly,Agree strongly,Disagree moderately,Agree a little,Neither agree nor disagree,Agree moderately,Disagree strongly,Other,Hispanic/Latino,Hispanic or Latino/a/x,,18,36390
11/1/2023 10:41,R_3NHVyIsWmd8DHYd,Junior,Neither Employed Student or Student Athlete,difficult ,sleep,nothing,none,I don't work,no feedback,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Black or African American,,Hispanic or Latino/a/x,,20,36605
11/1/2023 12:16,R_2Ua1nuACQ13iAQb,Sophomore,Employed Student,"I have a Flex position, so I am able to make my own work schedule. If I was unable to make my own schedule, then I feel it would be harder to create a good work-life balance. ","Plan my week out on Monday. I write down in my planner/ notebook each class, and the homework that is due that week along with when it is due.",When I have a lot of homework or studying that has to get done especially in a short amount of time it can be very stressful. For example: Learning and needing to know 190 muscles in the body in about 2 weeks for a 50-question lab practical based on identification.,Highlander Study room. Quiet place to study and plan out schoolwork to be done. I also use the study rooms for group studying. ,Moderately,This was a well written and thought-out survey. ,Disagree a little,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36383
11/1/2023 14:49,R_2dAuCICwA41cN4q,Freshman,Neither Employed Student or Student Athlete,"I feel okay. It can get stressful at times and I'm just trying to navigate through my days of doing school work and attending club meetings, ect..","Sleep, Self care, talking to my mom, or just planning everything out, so it's not as bad",N/A,No,"So far it hasn't effected it as much, but it does get stressful from time to time. ",No,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Agree a little,Agree moderately,Agree strongly,Disagree strongly,Agree moderately,Neither agree nor disagree,Black or African American,,Not Hispanic or Latino/a/x,,18 Years,36139
11/1/2023 21:43,R_3Dc1y8Si0Ok5E8h,Sophomore,Neither Employed Student or Student Athlete,I feel as though it is hard to balance both school and personal life and often time sacrifice my personal time to focus on school work.,I go home every weekend to spend time with my family which relieves some of the stress that I am feeling.,I often times worry myself physically sick over the stress I feel in trying to manage these tasks. ,N/A,I have limited friends due to the amount of time I spend doing schoolwork in my dorm room and it has impacted my overall college experience negatively.,N/A,Disagree strongly,Disagree a little,Agree moderately,Agree strongly,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,White,,Not Hispanic or Latino/a/x,,19,36462
11/2/2023 3:53,R_295tFiLyIVRrSNx,Freshman,Neither Employed Student or Student Athlete,nutural,Medication and working-out,,,Stressfully,,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree moderately,Agree a little,Disagree a little,Disagree moderately,Disagree moderately,White,,Other,,18,36407
11/2/2023 12:37,R_1jcvCaDOmiTxWWf,Junior,Neither Employed Student or Student Athlete,don't work currently ,going to the gym ,none,none,don't work yet ,none ,Disagree moderately,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree moderately,Agree strongly,Agree moderately,Disagree moderately,Disagree a little,Disagree moderately,Black or African American,,Not Hispanic or Latino/a/x,,21,36156
11/2/2023 13:27,R_3oRTuGs3hkIz4tw,Sophomore,Employed Student,I feel that my work-life is balanced.,Making sure to give myself mental health breaks throughout the day.,Stress when I have more than one exam in the same week.,No,It has taught me how to manage my team and shown me a glimpse of the real world.,"No,",Agree moderately,Neither agree nor disagree,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36445
11/2/2023 14:22,R_1FlW4zV9yQl9xZQ,Sophomore,Employed Student,I like the challenge.,Sleep,,no,no,no,Agree a little,Agree a little,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,White,,Not Hispanic or Latino/a/x,,20,36577
11/2/2023 15:56,R_3G6DFKvNnF7I5Q0,Freshman,Neither Employed Student or Student Athlete,I feel drained ,Time managing ,,N/A ,Can make me feel stressed ,N/A,Agree strongly,Neither agree nor disagree,Agree moderately,Agree strongly,Agree a little,Neither agree nor disagree,Agree moderately,Disagree moderately,Disagree strongly,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,18,36318
