Classification,Student_type,WLB_1,WLB_2,WLB_3,WLB_4,WLB_5,WLB_6,WLB_7,WLB_8,WLB_9,WLB_10,WLB_11,Overall_stress,Stress_1,Stress_2,Stress_3,Stress_4,Stress_5,Stress_6,Effects_1,Effects_2,Effects_3,Effects_4,Effects_5,Effects_6,Effects_7,Effects_8,Effects_9,Effects_10,Coping Resources_1,Coping Resources_2,Coping Resources_3,Coping Resources_4,Coping Resources_5,Coping Resources_6,Coping Resources_7,Coping Resources_8,Coping Resources_9,Coping Resources_10,Coping Resources_11,Coping Resources_12,Coping Resources_13,Coping Resources_14,Coping Resources_15,Coping Resources_16,Coping Resources_17,Coping Resources_18,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Ethnicity,id,ResponseId,WLB_open,Stress_6_TEXT,Stress_open,Effects_open,RU open,Overall_experience,Additional,Race,Race_6_TEXT,Ethnicity_3_TEXT,Age
1,3,5,4,4,3,4,2,5,5,3,4,2,3,8,2,2,2,6,10,4,3,5,4,2,2,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,5,7,6,5,4,4,2,2,36369,R_1im88gkJVQnGJAx,My work-life balance is strongly dependent on my mood so if my mood is low the balance will be off. If my mood is high the balance will be almost perfect.,,I often try to get my mind off the source of my stress and return to it at a later time.,,"No, and as a freshman I didn't even know half of these existed. ","When balanced my college experience has actually been really great. That said, once exams and tests come up, things get pretty stressful.",No.,3,,,18
1,3,5,3,3,3,4,2,5,4,4,2,4,3,8,2,2,2,3,10,4,3,3,2,4,4,4,2,3,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,7,6,6,1,6,6,4,36222,R_30l2IYH1Wo4BiBQ,I don't work while I am in school.,,"I typically go with the saying ""you only live once"".",The feeling of missing out on things because im not home.,I am not sure if this counts but I go to starbucks everyday. Even if iy is just there to study.,not too bad,,5,,,18
1,3,3,3,4,4,4,3,3,4,3,3,3,3,8,6,9,6,6,3,4,4,3,3,3,3,3,3,3,3,1.457838899,1.930599858,1.314797493,1.035496194,1.04196793,1.051937294,1.547110229,0.961983146,1.381497031,1.020794601,1.003000431,1.5481815,0.983461629,1.379903333,1.12901299,0.985622276,0.921023275,1.069924509,4.353601777,3.937808926,5.632541044,4.862462222,4.568316889,3.972777277,5.330237246,2.340391709,5.241590268,3.4413779,1.981990193,36514,R_2scjgwhhLt79kuK,good,,doing art or working out,no i dont think,,,,,,,
1,3,5,3,3,3,3,3,3,3,3,3,2,4,8,10,8,8,9,10,4,4,4,4,4,4,4,4,4,4,3,2,3,2,1,1,5,1,3,1,1,1,1,1,1,1,1,2,4,4,5,6,4,6,5,4,5,6,2,36157,R_1OZYQ8gUyMNLZ1L,stressful,,music,,,do not work right now,,5,,,18
3,3,2,2,4,3,4,3,4,4,4,2,1,3,8,10,10,6,6,10,4,2,4,4,3,2,2,3,2,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,2,6,2,6,5,5,2,5,2,2,36361,R_22DJjTH2mx98hCV,"I think that it varies week by week. Some weeks I feel that I lose a lot of sleep trying to fit everything, and other weeks it is really manageable ",,I try to plan ahead of time so that I don't end up overwhelmed and stressed on a busy day,it leads to losing sleep a lot,no,"It has led to a lot of stress, but also new time-management strategies and ways of getting things done",no,5,,,19
1,3,5,5,5,4,5,4,5,5,5,4,2,1,2,2,2,2,2,2,1,1,3,3,1,2,2,2,3,2,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,3,1,7,2,6,7,6,1,5,1,2,36352,R_1F3XGTLr49YxTfK,"I believe I have an effective balance
",,stress never helps the situation,,no,"I haven't started work, but I believe it wouldn't negatively effect me.",no,3,,,18
1,3,4,4,5,5,5,3,4,4,4,2,3,1,3,3,3,3,3,3,3,2,4,4,1,1,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,7,1,7,7,7,1,7,1,2,36313,R_27HXxBrQaKdHPnS,I think i got everything under control. Time management is an important factor so i try to balance everything out so that i don't stress my self,,Time management.,Sometimes you will have multiple school homework or research essay that might be due in the same which is sometimes overwhelming situation like that you have to take time from doing what you love to focusing those work,Personal Fitness i go to the gym often,I currently don't have a Job so i don't have much experience,It was a great Topic learned new things.,3,,,17
2,3,2.953256074,2.578646967,3.421780207,3.273073791,3.739570644,2.844095175,3.05836581,3.714898127,3.256239444,2.495336711,2.582383989,3.185720183,7.61686391,6.023508557,5.779774343,4.486195417,5.005065898,6.957720657,3.667404561,3.204092387,3.835290495,3.570047342,2.444591756,2.746902412,3.063089845,2.952540583,3.138498481,3.379868366,1.42349715,1.690294508,1.534739134,1.258604182,1.100431527,1.187316637,1.667564966,1.042690337,1.566034855,1.053667748,1.032460515,1.386723096,1.022229349,1.220356319,1.17997676,1.033230234,1.056147767,1.18033387,3.95976877,3.553624142,5.597280337,4.137941495,5.306605993,4.67061343,5.608773711,2.567290428,4.921895664,3.265694184,2.193944552,36327.65359,R_29aHZvjv4SlPhQt,,,,,,,,,,,
1,3,4,2,4,3,4,4,3,2,3,4,2,4,8,2,2,2,6,6,4,3,4,3,3,2,1,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,7,4,5,2,5,3,5,2,2,36267,R_2qmlq3LCydemLsU,It is okay. I prioritize school over fun things.,,Take a break and do something else,,No,It hasn't had a big impact,,5,,,18
1,3,4,2,3,3,2,2,2,2,4,2,2,5,9,10,10,10,8,10,4,4,4,3,4,2,2,4,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,5,6,7,1,7,7,2,5,3,3,36450,R_3JtvbGMpUwSKAhy,mostly stressed,,listening to christian music and praying,time with my family,no,a little bit,,5,,,19
2,3,2,1,2,3,2,1,3,3,2,3,1,4,9,10,10,6,9,10,5,5,5,5,5,4,4,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,5,1,7,7,5,7,7,1,5,1,36523,R_Q5sfrkqsmZL3Hxv,"I feel as though I could make more time for myself. Even when I���m not using my time to fulfill academic requirements, my mind is still lingering on what assignments are due. It���s hard to draw a line between school and my personal life, it���s very stressful trying to manage being a person and having goals outside of school while trying to acad",,"DBT skills learned in therapy, art, music, reading, and praying ",,No,It���s made me question my ability to do it all. I���ve contemplated dropping out of RU to focus on myself and improving my me,No,1,,,20
1,3,5,4,4,3,4,2,5,5,3,4,2,3,8,2,2,2,6,10,4,3,5,4,2,2,1,4,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,5,7,6,5,4,4,2,2,36369,R_1im88gkJVQnGJAx,My work-life balance is strongly dependent on my mood so if my mood is low the balance will be off. If my mood is high the balance will be almost perfect.,,I often try to get my mind off the source of my stress and return to it at a later time.,,"No, and as a freshman I didn't even know half of these existed. ","When balanced my college experience has actually been really great. That said, once exams and tests come up, things get pretty stressful.",No.,3,,,18
1,3,5,5,5,3,5,3,5,5,5,4,4,2,6,10,10,3,2,10,1,2,2,4,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,2,5,5,7,1,7,1,2,36460,R_2PdiIgSR1iFLBfn,I feel good and confident in this balance,,I always give myself breaks even when I feel like I can keep going. I also go out a lot and do physical activity which helps my mood levels.,Keeping up with relationships,,It has made it a little more interesting because I am always occupied with something.,,"2,5",,,18
1,3,4,4,3,4,4,3,4,4,5,4,4,2,3,2,6,2,2,2,2,1,3,3,1,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,3,4,3,1,5,5,6,3,7,6,2,36189,R_1cSWbgihNGdm883,"I feel like I have a very good work-life balance, I am able to complete majority of my work before practice, and if need to, I can finish assignments after practice.",,"When I feel stressed, I just put my Air pods in and just put on my favorite songs at the moment and relax.",none.,no,no,no,5,,,18
2,3,2,1,4,2,4,4,4,4,2,2,5,4,8,10,10,3,3,10,4,5,4,4,2,2,3,5,4,3,2,2,1,1,1,1,2,1,3,1,1,3,1,1,2,1,2,1,5,2,3,5,7,5,6,4,5,1,2,36196,R_xFmTtxBd8uMPYTn,"I find school stressful, but it's mainly due to my procrastination and not being responsible. I need to change my mindset when it comes to school.",,"take time to get my work done, once my work is done I have nothing to stress about",,study rooms,It has taught me many things for the future and it's made my college experience better as a result,,3,,,19
2,3,4,3,4,4,4,3,4,4,4,3,2,2,3,2,2,3,3,2,3,2,4,4,1,2,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,5,5,2,5,3,4,3,3,36430,R_81RoslvtVrZxUuR,I feel like work/school-life balance is easy to maintain once you figure our the schedule with homework and classes and build around that.,,Taking time for myself and using a planner.,,,"It has taught me better time management, how what important things come first in school. ",,5,,,19
1,3,4,3,4,3,4,4,3,4,4,2,1,3,8,3,3,3,3,2,4,3,4,5,2,2,3,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,6,5,4,3,6,4,2,5,3,2,36387,R_1dKeqMygbZQxL2z,"I feel like I have learned to manage my time well so that I am not stressed out from my work-life balance. Since I am no longer in sports or working during the school week I am basing my opinions on when I did have to balance school, sports, and work. ",,Time management to limit stress. Taking personal self care times and taking breaks when I feel extreme stress.,,,"Over the years I have learned how to manage my time well with my busy work-life, so it has affected my overall college experience positively through knowing how to manage my time well. ",,5,,,18
1,3,2,2,4,4,4,3,2,4,4,2,3,5,9,2,8,2,9,10,5,4,5,3,5,5,3,5,5,5,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,6,6,7,4,7,5,1,4,4,2,36264,R_1hWNdTeNTY2buUQ,"The schoolwork load is already a lot, I don't think I'd have any time to myself if I had a job here. ",,"I don't, I try to get everything done.",,,"Currently, I do not have a job here on campus, but I'm not sure if I will get one because my academic life is already stressful as is. ",,5,,,18
1,3,5,2,2,1,3,5,5,5,2,4,5,2,8,2,2,2,2,2,2,4,5,5,1,1,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,6,3,7,2,7,5,6,1,1,36442,R_3PAzDiM6rDhZwLI,I feel terrific,,I just bottle my stress up until it explodes.,"I get stomach pains
",no,Not very much as i dont have a job right now,no,5,,,19
1,3,3,3,4,5,4,3,4,4,4,3,4,3,6,10,10,2,2,10,3,1,2,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,3,1,5,6,7,1,7,1,3,36231,R_2fJKjP2r0OZEzOX,I feel like I'm handling it good.,,I take some time and play on my phone.,I don't have any.,RU involved website,It's been a positive experience.,no,5,,not hispanic,19
3,3,2,2,2,2,4,2,2,3,3,2,4,5,8,10,10,6,8,9,4,4,3,4,2,2,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,7,7,4,7,7,1,5,3,2,36429,R_2tKb6aqV8JFnAWS,I don't feel as though there is a balance. I will sacrifice personal time in order to complete my academic requirements.,health,I don't use a resource to manage my stress levels.,I feel on edge a lot and also nervous/worried I forgot to do something when nothing is due.,No,"Last year, yes. I think it has gotten a little better this year.",No,5,,,19
2,3,2,1,2,3,3,2,2,2,3,1,2,5,9,10,10,10,3,6,5,5,3,3,5,3,4,4,5,5,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,4,5,7,1,6,6,5,3,1,2,36419,R_3vBCxCnLCyWNg5P,"Exhausted and feel like all day everyday is spent on school and homework and writing down notes sometimes I am late going to sleep because of it, and I just don't get a lot of spare time to play with my dog, read, play video games, etc...",sexual orientation,I have gone to the SCS counseling a few times and I go to the doctor for anxiety medications.,"I have been having physical anxiety symptoms: Tightening chest, shakiness, difficulty breathing, panic attacks ",no,always feel like I am cramming to keep up with classes.,no,5,,,19
2,3,3,3,4,3,4,4,2,3,4,2,2,2,3,2,3,2,3,2,2,1,3,2,1,1,2,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,7,1,7,5,4,1,7,4,3,36127,R_3mn2dWNHNIuQ0bd,It is okay,,staying ahead on work,Less sleep,no,it has not affected it a whole lot,no,5,,,18
2,3,2,3,4,4,4,2,3,4,3,3,3,4,8,2,2,2,2,2,3,2,4,4,3,3,4,2,2,2,1,2,1,3,3,1,3,1,3,1,1,1,1,1,1,1,1,3,4,4,5,7,5,7,7,1,5,7,2,36565,R_ymO8NfEXEOacXkZ,i feel my work-life balance is okay but it can improve,,"study hard, different studying ways and listen to music to help out with the stress",,,its okay,no,3,,,19
2,3,2.953256074,2.578646967,3.421780207,3.273073791,3.739570644,2.844095175,3.05836581,3.714898127,3.256239444,2.495336711,2.582383989,3.185720183,7.61686391,6.023508557,5.779774343,4.486195417,5.005065898,6.957720657,3.667404561,3.204092387,3.835290495,3.570047342,2.444591756,2.746902412,3.063089845,2.952540583,3.138498481,3.379868366,1.42349715,1.690294508,1.534739134,1.258604182,1.100431527,1.187316637,1.667564966,1.042690337,1.566034855,1.053667748,1.032460515,1.386723096,1.022229349,1.220356319,1.17997676,1.033230234,1.056147767,1.18033387,3.95976877,3.553624142,5.597280337,4.137941495,5.306605993,4.67061343,5.608773711,2.567290428,4.921895664,3.265694184,2.193944552,36327.65359,R_29aHZvjv4SlPhQt,,,,,,,,,,,
1,3,3,2,3,3,4,4,4,5,3,2,2,3,8,3,2,2,3,10,4,4,4,3,1,3,4,2,3,4,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,4,5,5,6,5,6,3,6,3,2,36234,R_1NnsAA4x7sYjpxe,I feel like I maintain a good work-life balance.,,I take breaks whenever I'm too stressed.,Less sleep,Rec center,made life slightly more stressful.,No,5,,,18
1,3,3,2,1,3,4,1,2,1,1,5,1,5,9,10,10,9,9,10,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,6,1,3,5,7,5,7,6,5,1,2,36564,R_1r2DvGwChA99Eyh,Not the best.,,Fake it till you make it.,,Going to the library or gym.,Made it more negative for me.,,5,,,19
1,3,4,3,4,3,4,3,2,3,3,2,4,3,8,10,10,6,3,10,4,4,2,3,1,4,3,4,5,5,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,6,7,3,7,5,2,4,3,2,36406,R_2rBLv4XzDcOGLDT,"I prioritize my academics over everything else, but I also make sure I have time to talk with my loved ones and spend some time with my friends, even if it is just for a meal. I would like more time with loved ones and friends, but I don't feel that I can be as academically successful if I take away time from studying and homework.",,Talking with my loved ones when I am stressed and taking small breaks of free time when needed.,Not feeling like I can take on a job to make money because there are already so many stresses and pressures in my college/personal life balance.,no,"It has caused some stress in my life, but having a lot of work also makes me stay on campus most weekends. I think this is good because I am able to spend more time with my friends at college and get to experience the college life more fully. ",,5,,,18
1,3,2,2,4,4,4,2,2,4,4,2,2,3,9,2,6,6,3,9,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,3,3,3,3,3,3,3,3,3,36128,R_2CCd7iK8vwJw5CS,i dont have a job,,sleep,,,good,,4,,,18
2,3,2,3,4,4,4,2,3,4,3,3,3,4,8,2,2,2,2,2,3,2,4,4,3,3,4,2,2,2,1,2,1,3,3,1,3,1,3,1,1,1,1,1,1,1,1,3,4,4,5,7,5,7,7,1,5,7,2,36565,R_ymO8NfEXEOacXkZ,i feel my work-life balance is okay but it can improve,,"study hard, different studying ways and listen to music to help out with the stress",,,its okay,no,3,,,19
1,3,4,3,4,3,4,3,2,3,3,2,4,3,8,10,10,6,3,10,4,4,2,3,1,4,3,4,5,5,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,6,7,3,7,5,2,4,3,2,36406,R_2rBLv4XzDcOGLDT,"I prioritize my academics over everything else, but I also make sure I have time to talk with my loved ones and spend some time with my friends, even if it is just for a meal. I would like more time with loved ones and friends, but I don't feel that I can be as academically successful if I take away time from studying and homework.",,Talking with my loved ones when I am stressed and taking small breaks of free time when needed.,Not feeling like I can take on a job to make money because there are already so many stresses and pressures in my college/personal life balance.,no,"It has caused some stress in my life, but having a lot of work also makes me stay on campus most weekends. I think this is good because I am able to spend more time with my friends at college and get to experience the college life more fully. ",,5,,,18
3,3,4,4,4,4,4,4,2,3,3,2,2,4,9,10,10,2,6,10,5,3,5,4,1,1,5,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,7,3,7,5,6,2,6,2,3,36416,R_31TWWy4pZKrDCVE,My work-life balance is pretty good so far,,I normally listen to music when I am stressed,I feel stressed when I am studying for more than 2 exams at once.,no,no,no,3,,African American,18
1,3,3,4,3,4,3,5,3,4,4,2,2,3,6,10,10,3,6,10,4,3,4,3,1,3,1,2,4,4,4,2,1,1,1,2,5,2,3,1,1,1,1,1,4,1,1,1,6,6,7,5,5,2,4,1,5,2,2,36449,R_1Q9Qg0waAE3CiH1,"It really just depends on where you work, I plan on getting a job my second semester. I feel that if you work away from campus it is so much harder to balance school and work. I used to work 6-7 days a week and I still was able to live my social life but work-life balance can be very difficult.",,I manage my stress by working out and surrounding myself around the people that love me and care about me,it can lead to many things from depression/anxiety to lowered performance in school and work,none that I know of,my experience is obviously different than everyone else but I have had it pretty easy when it comes to balancing work-life.,,5,,,18
1,3,3,2,4,3,4,3,1,2,4,2,3,4,8,10,10,3,6,10,4,3,4,3,1,3,4,3,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,7,3,4,5,2,2,3,2,36414,R_YW7z0MjrE5RIu0V,It's not as hard too manage as in high school,,getting my school work done or sleep,N/a,Library study centers,College has been pretty good so far because I've been able,N/a,5,,,18
1,3,5,5,5,4,5,4,5,5,5,4,2,1,2,2,2,2,2,2,1,1,3,3,1,2,2,2,3,2,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,3,1,7,2,6,7,6,1,5,1,2,36352,R_1F3XGTLr49YxTfK,"I believe I have an effective balance
",,stress never helps the situation,,no,"I haven't started work, but I believe it wouldn't negatively effect me.",no,3,,,18
1,3,4,4,3,4,4,3,4,4,5,4,4,2,3,2,6,2,2,2,2,1,3,3,1,2,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,3,4,3,1,5,5,6,3,7,6,2,36189,R_1cSWbgihNGdm883,"I feel like I have a very good work-life balance, I am able to complete majority of my work before practice, and if need to, I can finish assignments after practice.",,"When I feel stressed, I just put my Air pods in and just put on my favorite songs at the moment and relax.",none.,no,no,no,5,,,18
1,3,1,1,1,3,3,2,2,5,5,3,1,4,8,10,10,10,2,10,5,5,5,5,4,1,1,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,5,7,7,2,7,7,2,36544,R_OdwdRwvYeO1yWm5,I feel like I am not properly balancing the current aspects of my life.,,I try to look at the bright side and how I can better improve my situation.,,,It has caused me to have regrets about my decision to attend college.,,3,,,18
1,3,3,3,4,4,4,4,4,1,2,4,2,5,9,2,2,2,9,10,4,4,4,3,2,4,4,4,5,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,5,7,3,3,6,1,3,2,2,36401,R_1gnJrifc67MJuEy,I dont work but sometimes my personal life gets in the way of my academics,,I don't really have any,,,it puts a lot more stress on me,,5,,,18
1,3,4,4,4,3,5,3,5,5,4,4,5,2,8,10,10,2,3,10,3,2,4,4,1,4,2,3,2,2,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,6,1,5,2,5,2,7,6,1,36295,R_1C87gZQP9wwVOXt,I feel like I have a really good work-life balance,,I usually try to solve my stressor so it doesnt stress me out even more,,,"Since I have managed to create a good work-life balance, so far I have had a positive college experience",,6,Hispanic,,18
2,3,3,3,3,2,3,3,3,2,3,4,4,3,8,2,3,8,9,2,3,2,3,3,2,4,4,3,3,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,6,3,3,4,4,36248,R_2dA2Sn43hdtW5jD,good,,idk,good,,it doesn't,no,5,,,19
1,3,5,3,3,3,4,2,5,4,4,2,4,3,8,2,2,2,3,10,4,3,3,2,4,4,4,2,3,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,7,6,6,1,6,6,4,36222,R_30l2IYH1Wo4BiBQ,I don't work while I am in school.,,"I typically go with the saying ""you only live once"".",The feeling of missing out on things because im not home.,I am not sure if this counts but I go to starbucks everyday. Even if iy is just there to study.,not too bad,,5,,,18
1,3,4,4,5,3,5,4,4,5,5,2,2,3,8,10,10,3,8,10,4,1,2,3,1,3,3,4,4,3,1,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,5,5,7,2,6,2,7,5,7,2,2,36198,R_T6N3afBP6LRYqat,"N/A. I have taken a leap of absence from work, I only work on breaks.",,"I play the guitar, and go for hikes",,I like to meet with my advisors/upperclassmen,,,5,,,18
2,3,3,2,4,1,4,1,1,4,2,1,4,2,6,10,10,10,8,10,5,5,3,4,1,2,4,2,2,2,2,3,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,5,1,7,6,5,5,5,1,4,3,4,36354,R_Q4G1TGMJaSkZKlr,"I am putting in more effort into academics than I am into maintaining a healthy psyche. This being said, I find enjoyment from doing work to the best of my ability but sometimes I wonder if this is the right choice and if I should try not as hard to enjoy this time in college. ",,Spending time with friends.,None.,No other listed.,I sometimes wonder if I am missing out and if I should be living life to the fullest by sacrificing time spent in work and academics.,None.,5,,,19
1,3,3,4,4,3,3,2,4,4,4,3,3,3,8,10,10,3,6,10,4,2,4,3,1,2,3,2,2,3,5,2,2,3,1,2,3,1,2,1,1,1,1,1,1,1,1,1,5,5,5,4,5,4,3,3,4,3,2,36607,R_1qUmHiKaKLJOh9U,I try to complete my work while still making time for myself and doing things I like,,I try not to pile things on top to the point where I have to much to do and I feel like I have no time to complete them,,,I try studying as much as I can but also make time for the balance to work,,5,,,18
1,3,3,2,3,4,3,2,4,4,4,3,2,2,6,10,3,10,6,10,3,4,3,3,1,2,2,2,2,2,1,2,3,1,1,1,2,1,2,2,1,2,1,1,2,2,2,2,5,4,4,3,6,6,6,2,6,2,2,36370,R_3MQCk6dE9aifSjK,All right,,Having my alone time ( Privacy ),,,It has no affect on my college experience,,5,,,18
1,3,5,2,2,1,3,5,5,5,2,4,5,2,8,2,2,2,2,2,2,4,5,5,1,1,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,6,3,7,2,7,5,6,1,1,36442,R_3PAzDiM6rDhZwLI,I feel terrific,,I just bottle my stress up until it explodes.,"I get stomach pains
",no,Not very much as i dont have a job right now,no,5,,,19
2,3,4,4,4,4,4,3,3,4,4,4,4,3,8,3,6,3,3,10,2,2,4,4,1,1,1,1,1,1,1,3,3,2,1,1,2,1,4,1,1,2,1,1,1,1,1,2,7,2,6,2,5,1,5,5,4,4,2,36123,R_2flGSH1sRAB1tOI,I have a good work-life balance and make it a priority.,,I make sure to plan my schedule and use my calendar on my phone to help me manage.,I just want to do my best both at work and in school.,No,I have been able to manage this really well.,No,5,,,20
2,3,2,2,3,3,3,2,2,4,3,3,3,4,9,10,10,6,9,10,4,4,4,4,4,4,2,2,4,4,3,1,2,1,1,1,3,1,2,1,1,4,1,1,2,1,1,1,5,5,7,3,7,2,5,3,2,3,2,36507,R_Z2eGmSn9wqVi397,"I dont work, but go to the gym often",,gym,,,stressful,,5,,,19
1,3,4,4,3,3,2,2,2,4,4,2,3,3,9,2,2,3,6,3,4,2,4,4,5,2,4,5,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,5,4,5,5,5,3,3,1,4,3,2,36402,R_ROj30jTPBEdePvj,I don't work,friendships,righting all my assignments down and marking them off when done,,,I decided to not work while being down here cause ik it would be a lot,,5,,,18
1,3,4,4,4,3,5,3,5,5,4,4,5,2,8,10,10,2,3,10,3,2,4,4,1,4,2,3,2,2,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,2,6,1,5,2,5,2,7,6,1,36295,R_1C87gZQP9wwVOXt,I feel like I have a really good work-life balance,,I usually try to solve my stressor so it doesnt stress me out even more,,,"Since I have managed to create a good work-life balance, so far I have had a positive college experience",,6,Hispanic,,18
1,3,2,2,3,3,2,4,3,4,3,4,3,3,9,2,2,2,8,2,4,4,4,2,1,1,1,1,3,4,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,6,4,2,2,2,4,2,2,36394,R_2zBzjk4o4XRyZnA,It can be stressful,,Video games,,,,,5,,,18
1,3,5,5,3,5,5,4,2,3,4,4,2,4,8,2,6,3,8,6,4,2,4,1,3,2,3,2,3,3,1,3,1,3,1,3,4,1,1,1,1,5,1,1,5,1,1,1,4,5,6,2,4,2,5,1,5,1,2,36461,R_1gT4x8PQ6WUGegi,i feel like i have the help i need to succeed,na,I make time to have self time,no time for enjoyable activities,,i would say sometimes,,5,,,18
1,3,3,3,4,4,4,3,4,4,4,2,2,3,8,10,10,6,8,6,3,4,2,3,1,2,4,3,3,2,1,2,1,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,2,3,6,5,5,1,5,1,6,2,1,36583,R_3LiOwTyJkSv5wzo,"Sometimes having all your stuff together can be hard, but it doesn���t mean you cant learn from mistakes and get better with your time management s",Assignment due dates,I mostly do things that I enjoy such as journaling or going to the gym. I like to do things alone that���s were I find my ,Sometimes is very stressing when out of nowhere I have meeting for clubs. It makes change my whole day calendar to another time. I have consider time spending studying and assignments. I don't like when things come on the last moment.,No,Having a work-life balance is essential for life and overall future plans. Sometimes it get harder or I get unmotivated but I move forward.,No,5,,,18
1,3,4,5,4,4,4,1,4,4,3,4,4,4,8,2,2,2,3,10,2,4,4,4,1,2,2,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,5,5,6,6,3,6,2,4,6,2,36585,R_2qaDWhhUzSzTld3,I feel pretty good about my work-life balance. I have made time for stuff I enjoy outside of school as well as keeping up with all of my work at the same time.,,I just try to take one thing at a time. I make a schedule for myself and stick to it.,,,,,5,,,18
1,3,5,3,1,3,3,1,2,4,4,2,2,4,8,2,2,6,6,2,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,7,5,5,5,5,1,5,1,4,3,2,36165,R_22RnJUBG6Z56vjG,meh,,sleep,,,negatively,,5,,,18
2,3,2,1,2,3,2,1,3,3,2,3,1,4,9,10,10,6,9,10,5,5,5,5,5,4,4,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,5,1,7,7,5,7,7,1,5,1,36523,R_Q5sfrkqsmZL3Hxv,"I feel as though I could make more time for myself. Even when I���m not using my time to fulfill academic requirements, my mind is still lingering on what assignments are due. It���s hard to draw a line between school and my personal life, it���s very stressful trying to manage being a person and having goals outside of school while trying to acad",,"DBT skills learned in therapy, art, music, reading, and praying ",,No,It���s made me question my ability to do it all. I���ve contemplated dropping out of RU to focus on myself and improving my me,No,1,,,20
